battery,camera,display,no_of_ratings,no_of_reviews,price,product_name,ram,rating
4500 mAh Lithium-ion Battery,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,758 Ratings , 93 Reviews,"₹34,990","Samsung Galaxy A71 (Prism Crush Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,4.4
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,45 Ratings , 5 Reviews,₹639,I Kall K 54,32 MB RAM | 32 MB ROM,3.5
4000 mAh Li Polymer Battery,12MP + 5MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,"11,57,764 Ratings "," 1,23,814 Reviews","₹15,999","Redmi Note 5 Pro (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4.5
2500 mAh Battery,1.8MP Rear Camera,6.1 cm (2.4 inch) VGA Display,48 Ratings , 5 Reviews,"₹1,079",Blackbear C-99 Sultan,64 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4
4500 mAh Lithium-ion Battery,48MP + 12MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,"7,617 Ratings "," 1,697 Reviews","₹47,999","Samsung Galaxy S10 Lite (Prism Black, 512 GB)",8 GB RAM | 512 GB ROM | Expandable Upto 1 TB,4.5
1500 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,60 Ratings , 4 Reviews,"₹1,999",I Kall K 60,32 MB RAM | 32 MB ROM,4
5000 mAh Battery,13MP Rear Camera,16.26 cm (6.4 inch) Display,"3,703 Ratings ", 276 Reviews,"₹16,390","Samsung Galaxy M30 (Gradation Blue, 64 GB)",4 GB RAM | 64 GB ROM,4.3
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.75 cm (6.2 inch) HD+ Display,281 Ratings , 36 Reviews,"₹9,990","Nokia 2.3 (Charcoal, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,4
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,"12,852 Ratings "," 1,790 Reviews","₹29,999","Redmi K20 Pro (Pearl White, 256 GB)",8 GB RAM | 256 GB ROM,4.5
850 mAh Battery,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,"9,349 Ratings ", 830 Reviews,₹949,Kechaoda K115,32 MB RAM | 32 MB ROM,4.1
2200 mAh Battery,5MP Rear Camera,12.7 cm (5 inch) Display,174 Ratings , 12 Reviews,"₹4,699","I Kall K600 (Black, 16 GB)",2 GB RAM | 16 GB ROM,2.9
4000 mAh Battery,48MP + 12MP | 20MP Front Camera,16.23 cm (6.39 inch) Display,234 Ratings , 34 Reviews,"₹42,499","Black Shark 2 (Frozen Silver, 256 GB)",12 GB RAM | 256 GB ROM,4.4
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,988 Ratings , 99 Reviews,₹839,Itel IT 2163,32 MB RAM | 32 MB ROM,4
4000 mAh Battery,12MP + 5MP | 8MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,625 Ratings , 78 Reviews,"₹29,990","Vivo NEX (Black, 128 GB)",8 GB RAM | 128 GB ROM,4.2
1800 mAh Li-Ion Battery,1.3MP Rear Camera,6.6 cm (2.6 inch) QVGA Display,"6,289 Ratings ", 759 Reviews,"₹1,390",Karbonn Jumbo K9,Expandable Upto 8 GB,4
4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,"2,469 Ratings ", 231 Reviews,"₹21,990","OPPO Reno2 F (Sky White, 128 GB)",8 GB RAM | 128 GB ROM,4.5
4000 mAh Battery,13MP Rear Camera | 5MP Front Camera,15.9 cm (6.26 inch) Display,425 Ratings , 39 Reviews,"₹11,965","Nokia 3.2 (Steel, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 400 GB,4.1
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,"46,265 Ratings "," 4,989 Reviews","₹24,999","Redmi K20 (Flame Red, 128 GB)",6 GB RAM | 128 GB ROM,4.5
4000 mAh Battery,48 MP + 8 MP + 16 MP | 16MP Front Camera,16.94 cm (6.67 inch) Display,874 Ratings , 85 Reviews,"₹43,499","OnePlus 7 Pro (Nebula Blue, 256 GB)",8 GB RAM | 256 GB ROM,4.6
4000 mAh Battery,13MP + 13MP | 16MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,"2,788 Ratings ", 433 Reviews,"₹15,999","Blackberry Evolve (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,3.7
4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,872 Ratings , 135 Reviews,"₹29,999","Realme X2 Pro (Neptune Blue, 64 GB)",6 GB RAM | 64 GB ROM,4.5
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) VGA Display,100 Ratings , 9 Reviews,"₹1,199",I Kall K22 Combo of Two Mobiles,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,3.4
5000 mAh Li-ion Polymer Battery,48MP Rear Camera | 16MP Front Camera,16.76 cm (6.6 inch) Full HD Display,"1,132 Ratings ", 223 Reviews,"₹38,999","Nubia Red Magic 3 (Red, 128 GB)",8 GB RAM | 128 GB ROM,4.2
4000 mAh Battery,16MP Rear Camera | 13MP Front Camera,15.75 cm (6.2 inch) Display,122 Ratings , 29 Reviews,"₹9,690","Alcatel 5V (Spectrum Blue, 32 GB)",3 GB RAM | 32 GB ROM,4.5
3000 mAh Battery,13MP + 2MP | 8MP Front Camera,14.99 cm (5.9 inch) HD+ Display,352 Ratings , 47 Reviews,"₹14,999","Moto One (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.1
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,"46,265 Ratings "," 4,989 Reviews","₹24,999","Redmi K20 (Carbon Black, 128 GB)",6 GB RAM | 128 GB ROM,4.5
4000 mAh Battery,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.26 cm (6.4 inch) Display,"1,03,204 Ratings "," 11,831 Reviews","₹16,999","Realme XT (Pearl White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.5
3000 mAh Battery,13MP + 2MP | 8MP Front Camera,14.99 cm (5.9 inch) HD+ Display,352 Ratings , 47 Reviews,"₹14,999","Moto One (White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.1
4085 mAh Battery,48MP +8MP+16MP | 16MP Dual Front Camera,16.94 cm (6.67 inch) Quad HD+ Display,409 Ratings , 32 Reviews,"₹47,927","OnePlus 7T Pro (Haze Blue, 256 GB)",8 GB RAM | 256 GB ROM,4.6
3700 mAh Battery,12.2MP Rear Camera | 8MP Front Camera,15.24 cm (6 inch) Full HD+ Display,"1,528 Ratings ", 223 Reviews,"₹34,999","Google Pixel 3a XL (Just Black, 64 GB)",4 GB RAM | 64 GB ROM,4.5
4500 mAh Lithium-ion Battery,12MP + 12MP + 12MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,184 Ratings , 37 Reviews,"₹39,999","Samsung Galaxy Note10 Lite (Aura Red, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.5
1500 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,40 Ratings , 6 Reviews,"₹1,899",I Kall K-60,32 MB RAM | 64 MB ROM,4.1
700 mAh Battery,0.3MP Rear Camera | 0MP Front Camera,6.1 cm (2.4 inch) QVGA Display,412 Ratings , 61 Reviews,"₹3,399",Easyfone Royale,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.1
800 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,"65,458 Ratings "," 7,628 Reviews",₹897,Lava A1,24 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.2
4000 mAh Li-polymer Battery,12MP + 5MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,"2,39,061 Ratings "," 29,822 Reviews","₹18,999","POCO F1 (Steel Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.5
2500 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,"5,340 Ratings ", 546 Reviews,₹996,Micromax X380,32 MB RAM | 32 MB ROM,4
1200 mAh Battery,0.3MP Rear Camera | 0.3MP Front Camera,6.1 cm (2.4 inch) QVGA Display,317 Ratings , 38 Reviews,"₹1,499",Itel Magic 1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.2
1000 mAh Battery,0.3MP Rear Camera | 0.3MP Front Camera,4.57 cm (1.8 inch) Display,69 Ratings , 7 Reviews,₹690,Blackzone Galaxy,10 MB RAM | 10 MB ROM | Expandable Upto 16 GB,3.8
4500 mAh Lithium-ion Battery,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,758 Ratings , 93 Reviews,"₹34,990","Samsung Galaxy A71 (Prism Crush Blue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,4.4
3700 mAh Battery,12MP + 20MP | 25MP Front Camera,16.26 cm (6.4 inch) Display,530 Ratings , 77 Reviews,"₹31,590","OPPO R17 Pro (Emerald Green, 128 GB)",8 GB RAM | 128 GB ROM,4.1
1200 mAh Battery,2MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,"25,015 Ratings "," 2,886 Reviews","₹3,866",Nokia 3310 DS,16 MB ROM | Expandable Upto 32 GB,3.8
1000 mAh Li-ion Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,977 Ratings , 107 Reviews,"₹1,125",Lava A5,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.1
4000 mAh Li-ion Polymer Battery Battery,48MP + 2MP + 5MP + QVGA Rear Camera | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,181 Ratings , 27 Reviews,"₹15,999","Tecno Camon 15 Pro (Opal White, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.3
1000 mAh Battery,0.3MP Rear Camera | 0MP Front Camera,4.57 cm (1.8 inch) QVGA Display,815 Ratings , 79 Reviews,"₹1,049",Itel It 2190,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.1
3000 mAh Battery,16MP Rear Camera,13.97 cm (5.5 inch) Full HD Display,"13,888 Ratings "," 1,468 Reviews","₹14,998","Nokia 6.1 (Gold, Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4
2500 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,157 Ratings , 15 Reviews,"₹1,140",Itel it5607,32 MB RAM | 32 MB ROM,4.1
1900 mAh Battery,0.3MP Rear Camera,7.11 cm (2.8 inch) Display,523 Ratings , 58 Reviews,"₹1,680",ITEL magic 1 max,8 MB RAM | 8 MB ROM,3.9
4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,"1,24,331 Ratings "," 14,386 Reviews","₹16,999","Realme 3 Pro (Lightning Purple, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.5
4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,"1,24,331 Ratings "," 14,386 Reviews","₹15,999","Realme 3 Pro (Lightning Purple, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.5
2500 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,21 Ratings , 1 Reviews,₹999,Tork T3,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,3.5
1020 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,"9,509 Ratings ", 924 Reviews,"₹2,135",Nokia 150,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.2
4000 mAh Battery,16MP Rear Camera,15.75 cm (6.2 inch) Display,122 Ratings , 29 Reviews,"₹12,999","Alcatel 5V (Spectrum Black, 32 GB)",3 GB RAM | 32 GB ROM,4.5
4000 mAh Li-polymer Battery,48MP + 5MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,"1,17,059 Ratings "," 11,254 Reviews","₹17,990","OPPO F11 Pro (Aurora Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.4
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,"46,265 Ratings "," 4,989 Reviews","₹24,999","Redmi K20 (Pearl White, 128 GB)",6 GB RAM | 128 GB ROM,4.5
4000 mAh Battery,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,"1,264 Ratings ", 176 Reviews,"₹38,990","OPPO Reno2 (Luminous Black, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,4.5
4000 mAh Lithium-ion Battery,16MP + 5MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,"17,179 Ratings "," 1,418 Reviews","₹18,000","Samsung Galaxy A30 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,4.4
950 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,23 Ratings , 1 Reviews,"₹1,149",Gfive U331 Combo of Two,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.6
1800 mAh Battery,0.3MP Rear Camera,7.11 cm (2.8 inch) Display,26 Ratings , 3 Reviews,"₹1,099",Tork X9,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,3.6
3700 mAh Battery,48MP + 8MP | 48MP(F2.0) + 8MP(Ultra Wide/F2.2) + TOF (Time-of-Flight) 3D-Depth Rotating Camera,17.02 cm (6.7 inch) Full HD+ Display,"2,705 Ratings ", 361 Reviews,"₹40,900","Samsung Galaxy A80 (Ghost White, 128 GB)",8 GB RAM | 128 GB ROM,4.5
3700 mAh Battery,48 MP + 5 MP | 16MP Front Camera,16.28 cm (6.41 inch) Display,"2,148 Ratings ", 185 Reviews,"₹37,999","OnePlus 7 (Red, 256 GB)",8 GB RAM | 256 GB ROM,4.6
3000 mAh Battery,13MP Rear Camera | 13MP Front Camera,12.7 cm (5 inch) HD Display,"6,307 Ratings "," 1,252 Reviews","₹8,499","XOLO ERA 3X (Posh Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,3.9
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,"1,275 Ratings ", 122 Reviews,₹629,I Kall K6610,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,3.5
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,8 Ratings , 2 Reviews,"₹1,149",Jmax M40 & M43 Combo,32 MB RAM | 32 MB ROM,3.6
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,8 Ratings , 2 Reviews,"₹1,149",Jmax M40 & M43 Combo,32 MB RAM | 32 MB ROM,3.6
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,8 Ratings , 2 Reviews,"₹1,149",Jmax M40 & M43 Combo,32 MB RAM | 32 MB ROM,3.6
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,8 Ratings , 2 Reviews,"₹1,149",Jmax M40 & M43 Combo,32 MB RAM | 32 MB ROM,3.6
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,8 Ratings , 2 Reviews,"₹1,149",Jmax M40 & M43 Combo,32 MB RAM | 32 MB ROM,3.6
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,8 Ratings , 2 Reviews,"₹1,149",Jmax M40 & M43 Combo,32 MB RAM | 32 MB ROM,3.6
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,8 Ratings , 2 Reviews,"₹1,149",Jmax M40 & M43 Combo,32 MB RAM | 32 MB ROM,3.6
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,8 Ratings , 2 Reviews,"₹1,149",Jmax M40 & M43 Combo,32 MB RAM | 32 MB ROM,3.6
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,8 Ratings , 2 Reviews,"₹1,149",Jmax M40 & M43 Combo,32 MB RAM | 32 MB ROM,3.6
4780 mAh Battery,108MP Rear Camera | 20MP Front Camera,16.94 cm (6.67 inch) Display,13 Ratings , 0 Reviews,"₹52,620","Mi 10 (Twilight Grey, 128 GB)",8 GB RAM | 128 GB ROM,4.8
4780 mAh Battery,108MP Rear Camera | 20MP Front Camera,16.94 cm (6.67 inch) Display,13 Ratings , 0 Reviews,"₹51,980","Mi 10 (Coral Green, 128 GB)",8 GB RAM | 128 GB ROM,4.8
4780 mAh Battery,108MP Rear Camera | 20MP Front Camera,16.94 cm (6.67 inch) Display,13 Ratings , 0 Reviews,"₹51,980","Mi 10 (Twilight Grey, 256 GB)",8 GB RAM | 256 GB ROM,4.8
3700 mAh Li-ion Battery,"48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera | 32MP Front Camera",16.23 cm (6.39 inch) Full HD+ Display,"2,877 Ratings ", 249 Reviews,"₹28,499","Vivo V15 Pro (Topaz Blue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.5
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,10 Ratings , 0 Reviews,"₹1,149",Jmax M43 Combo of two,32 MB RAM | 32 MB ROM,4.1
1200 mAh Battery,1.3MP Rear Camera,6.1 cm (2.4 inch) Display,523 Ratings , 78 Reviews,"₹1,550",Lava PRIME Z,32 MB RAM | 32 MB ROM,4.1
5000 mAh Lithium-ion Battery,108MP + 16MP + 8MP | 25MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,73 Ratings , 18 Reviews,"₹74,999","Motorola Edge+ (Smoky Sangria, 256 GB)",12 GB RAM | 256 GB ROM,4.2
800 mAh Battery,1.3MP Rear Camera,3.66 cm (1.44 inch) Display,19 Ratings , 2 Reviews,₹890,Muphone M380,32 MB RAM | 32 MB ROM,4.1
800 mAh Battery,1.3MP Rear Camera,3.66 cm (1.44 inch) Display,19 Ratings , 2 Reviews,₹890,Muphone M380,32 MB RAM | 32 MB ROM,4.1
800 mAh Battery,1.3MP Rear Camera,3.66 cm (1.44 inch) Display,19 Ratings , 2 Reviews,₹890,Muphone M380,32 MB RAM | 32 MB ROM,4.1
4010 mAh Li-Ion Polymer Battery,13MP Rear Camera | 16MP Front Camera,13.97 cm (5.5 inch) Full HD Display,"5,781 Ratings "," 1,029 Reviews","₹21,499","Gionee A1 (Grey, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4
6000 mAh Battery,48MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) Display,"3,017 Ratings ", 270 Reviews,"₹18,490","Samsung Galaxy M30S (Opal black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,4.3
4500 mAh Lithium-ion Battery,64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,123 Ratings , 30 Reviews,"₹77,999","Samsung Galaxy S20+ (Cosmic Gray, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.5
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,574 Ratings , 64 Reviews,"₹1,049",Itel It 2162,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4
1050 mAh Battery,2MP Rear Camera,5.84 cm (2.3 inch) QVGA Display,42 Ratings , 9 Reviews,"₹3,599",Easyfone Grand,32 MB RAM | 32 MB ROM,3.4
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,15 Ratings , 0 Reviews,"₹1,149",Jmax M40 Combo of Two,32 MB RAM | 32 MB ROM,3.5
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,15 Ratings , 0 Reviews,"₹1,149",Jmax M40 Combo of Two,32 MB RAM | 32 MB ROM,3.5
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,15 Ratings , 0 Reviews,"₹1,149",Jmax M40 Combo of Two,32 MB RAM | 32 MB ROM,3.5
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,15 Ratings , 0 Reviews,"₹1,149",Jmax M40 Combo of Two,32 MB RAM | 32 MB ROM,3.5
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,15 Ratings , 0 Reviews,"₹1,149",Jmax M40 Combo of Two,32 MB RAM | 32 MB ROM,3.5
1050 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,15 Ratings , 0 Reviews,"₹1,149",Jmax M40 Combo of Two,32 MB RAM | 32 MB ROM,3.5
850 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,"6,363 Ratings ", 618 Reviews,"₹1,045",Kechaoda K-55 Plus,512 MB RAM | 32 MB ROM,4
850 mAh Battery,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,"9,349 Ratings ", 830 Reviews,₹949,Kechaoda K115,32 MB RAM | 32 MB ROM,4.1
3730 mAh Li-polymer Battery,16MP + 20MP | 25MP Front Camera,16.26 cm (6.4 inch) Full HD Display,435 Ratings , 83 Reviews,"₹60,990","OPPO Find X (Glacier Blue, 256 GB)",8 GB RAM | 256 GB ROM,4.6
5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,"5,083 Ratings ", 433 Reviews,"₹21,990","OPPO A9 2020 (Marine Green, 128 GB)",8 GB RAM | 128 GB ROM,4.3
4000 mAh Li-polymer Battery,48MP + 2MP + 16MP + 8MP | 32MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,128 Ratings , 34 Reviews,"₹26,999","Lenovo Z6 Pro (Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,3.8
3000 mAh Polymer Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) Full HD Display,"15,941 Ratings "," 4,328 Reviews","₹9,990","Yu Yureka Black (Chrome Black, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 64 GB,4
4000 mAh Lithium-ion Battery,16MP + 5MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,"17,179 Ratings "," 1,418 Reviews","₹18,000","Samsung Galaxy A30 (White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,4.4
800 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,97 Ratings , 9 Reviews,₹790,Megus Eco,32 MB RAM | 32 MB ROM,3.1
3315 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,"17,686 Ratings "," 1,753 Reviews","₹24,990","Vivo V11 (Starry Night Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.5
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,"3,819 Ratings ", 281 Reviews,"₹14,999","OPPO A5s (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.3
