battery,camera,display,no_of_ratings,no_of_reviews,price,product_name,ram,rating
800 mAh Battery,1MP Rear Camera,4.5 cm (1.77 inch) QVGA Display,"1,767 Ratings ", 133 Reviews,"₹1,905",Nokia 110,4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,4
800 mAh Battery,1.3MP Rear Camera,3.66 cm (1.44 inch) Display,6 Ratings , 0 Reviews,₹990,Muphone MU M360,32 MB RAM | 32 MB ROM,3.5
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,298 Ratings , 27 Reviews,₹799,Karbonn KX3,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.9
800 mAh Battery,0MP Front Camera,3.81 cm (1.5 inch) Display,"46,986 Ratings "," 5,083 Reviews","₹1,662",Samsung Guru FM Plus SM-B110E/D,NA ROM,4.3
2200 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,"1,788 Ratings ", 201 Reviews,"₹1,345",Micromax X744,32 MB RAM | 32 MB ROM,3.9
2200 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,"1,788 Ratings ", 201 Reviews,"₹1,345",Micromax X744,32 MB RAM | 32 MB ROM,3.9
1000 mAh Battery,0.3MP Rear Camera | 0MP Front Camera,6.1 cm (2.4 inch) Display,176 Ratings , 32 Reviews,"₹3,149",Easyfone Elite,32 RAM | 32 MB ROM | Expandable Upto 64 GB,4.1
3000 mAh Lithium-polymer Battery,12MP + 5MP | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,"5,44,347 Ratings "," 40,502 Reviews","₹10,495","Redmi 6 (Black, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.4
1000 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,176 Ratings , 32 Reviews,"₹3,149",Easyfone Elite,32 RAM | 32 MB ROM | Expandable Upto 32 GB,4.1
3315 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,"17,686 Ratings "," 1,753 Reviews","₹24,990","Vivo V11 (Nebula Purple, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.5
3000 mAh Battery,13MP + 2MP | 16MP Front Camera,14.83 cm (5.84 inches) Display,"2,23,771 Ratings "," 21,306 Reviews","₹19,999","Honor 9N (Midnight Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.3
3000 mAh Battery,13MP + 2MP | 16MP Front Camera,14.83 cm (5.84 inches) Display,"2,23,771 Ratings "," 21,306 Reviews","₹19,999","Honor 9N (Sapphire Blue, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.3
3400 mAh Lithium Polymer Battery,13MP + 2MP | 24MP Front Camera,15.77 cm (6.21 inch) Full HD+ Display,"27,051 Ratings "," 2,780 Reviews","₹13,999","Honor 10 Lite (Midnight Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,4.4
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,44 Ratings , 4 Reviews,₹599,Heemax H7,512 MB RAM | 32 MB ROM,3.4
4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,"3,49,864 Ratings "," 43,603 Reviews","₹10,999","Redmi Note 5 (Rose Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,4.4
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,44 Ratings , 4 Reviews,₹599,Heemax H7,512 MB RAM | 32 MB ROM,3.4
1000 mAh Battery,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,"1,776 Ratings ", 138 Reviews,₹925,Kechaoda K33,32 MB RAM | 32 MB ROM,4.1
2500 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) VGA Display,14 Ratings , 2 Reviews,₹899,SSKY S-70 Josh,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.1
3500 mAh Battery,12MP + 5MP + 4MP | 12MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,"27,907 Ratings "," 2,997 Reviews","₹10,999","Motorola One Action (Denim Blue, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,4.2
3500 mAh Battery,48MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,"10,877 Ratings "," 1,421 Reviews","₹14,999","Motorola One Vision (Sapphire Gradient, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.1
1050 mAh Battery,1.8MP Rear Camera,4.57 cm (1.8 inch) Display,105 Ratings , 10 Reviews,₹799,Blackbear B5 Nex,64 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.7
3300 mAh Battery,16MP + 13MP | 5MP Front Camera,15.24 cm (6 inch) Quad HD+ Display,"2,010 Ratings ", 392 Reviews,"₹24,999","LG V30+ (Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,4.3
4000 mAh Li-polymer Battery,12MP + 5MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,"25,176 Ratings "," 2,961 Reviews","₹22,999","POCO F1 (Rosso Red, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,4.5
3000 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,651 Ratings , 70 Reviews,"₹1,425",Micromax X756,32 MB RAM | 32 MB ROM,4
1750 mAh Battery,0.08MP Rear Camera,6.1 cm (2.4 inch) Display,10 Ratings , 1 Reviews,"₹1,245",Karbonn K88,32 MB RAM | 32 MB ROM,3.7
4000 mAh Li-polymer Battery,12MP + 5MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,"25,176 Ratings "," 2,961 Reviews","₹22,999","POCO F1 (Graphite Black, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,4.5
4000 mAh Li-ion Battery,12MP + 5MP + 8MP | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,"34,930 Ratings "," 2,944 Reviews","₹21,099","Vivo V15 (Aqua Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.4
4900 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD Display,"17,069 Ratings "," 3,278 Reviews","₹15,999","Lenovo VIBE P1 (Grey, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,4.1
4000 mAh Lithium-ion Battery,64MP + 12MP + 12MP | 10MP Front Camera,15.75 cm (6.2 inch) Quad HD+ Display,100 Ratings , 20 Reviews,"₹70,499","Samsung Galaxy S20 (Cloud Blue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.4
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,"1,258 Ratings ", 130 Reviews,"₹1,095",Itel It2171,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.1
3700 mAh Li-ion Battery,"48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera | 32MP Front Camera",16.23 cm (6.39 inch) Full HD+ Display,"2,877 Ratings ", 249 Reviews,"₹28,450","Vivo V15 Pro (Ruby Red, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.5
2500 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,100 Ratings , 17 Reviews,"₹1,399",Micromax X750,32 MB RAM | 32 MB ROM,4.3
800 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,134 Ratings , 17 Reviews,"₹1,080",Micromax X1i-Pop,56 MB RAM | 40 MB ROM,4.1
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,358 Ratings , 26 Reviews,"₹1,199",I Kall K18 New Combo of Two Mobiles,32 MB RAM | 64 MB ROM,3.6
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,123 Ratings , 13 Reviews,"₹1,090",Itel it2172,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.1
850 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) QVGA Display,"14,814 Ratings "," 1,341 Reviews",₹984,Kechaoda K66 Plus,32 MB RAM | 32 MB ROM,4.1
1000 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,68 Ratings , 6 Reviews,₹649,I Kall K 30,32 MB RAM | 64 MB ROM,3.8
1000 mAh Battery,0.3MP Rear Camera | 0MP Front Camera,4.57 cm (1.8 inch) QVGA Display,815 Ratings , 79 Reviews,"₹1,030",Itel It 2190,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.1
1750 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,217 Ratings , 31 Reviews,"₹1,286",Micromax X749,32 MB RAM | 32 MB ROM,4.2
3050 mAh Li-Ion Battery,13MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) Full HD Display,"14,993 Ratings "," 5,152 Reviews","₹13,999","MI3 (Metallic Grey, 16 GB)",2 GB RAM | 16 GB ROM,4.4
3010 mAh Battery,20MP + 12MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,"2,568 Ratings ", 231 Reviews,"₹16,899","Mi A2 (Black, 128 GB)",6 GB RAM | 128 GB ROM,4.1
3340 mAh Battery,16MP + 2MP | 13MP + 2MP Dual Front Camera,14.99 cm (5.9 inch) Full HD+ Display,"69,474 Ratings "," 10,400 Reviews","₹19,999","Honor 9i (Prestige Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4.3
1200 mAh Battery,2MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,"25,015 Ratings "," 2,886 Reviews","₹3,847",Nokia 3310 DS,16 MB ROM | Expandable Upto 32 GB,3.8
1750 mAh Battery,0.8MP Rear Camera,7.11 cm (2.8 inch) Display,"2,803 Ratings ", 255 Reviews,"₹1,499",Karbonn K-Stylo,12 MB RAM | 32 MB ROM,3.9
2400 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,"2,780 Ratings ", 618 Reviews,"₹8,990","Gionee F103 Pro (Grey, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,3.9
2400 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,"2,780 Ratings ", 618 Reviews,"₹9,599","Gionee F103 Pro (White, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,3.9
950 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,39 Ratings , 3 Reviews,₹579,Gfive U331,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.4
800 mAh Battery,1.3MP Rear Camera,3.66 cm (1.44 inch) Display,7 Ratings , 1 Reviews,"₹1,249",Muphone M350,32 MB RAM | 32 MB ROM,4.4
3500 mAh Li-Ion Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) Full HD Display,"4,289 Ratings ", 974 Reviews,"₹15,499","Lenovo Z2 Plus (Black, 32 GB)",3 GB RAM | 32 GB ROM,3.9
3000 mAh Battery,13MP + 2MP | 16MP Front Camera,14.83 cm (5.84 inches) Display,"2,23,771 Ratings "," 21,306 Reviews","₹15,999","Honor 9N (Sapphire Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.3
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,909 Ratings , 166 Reviews,"₹11,990","Nokia 5 (Tempered Blue, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4
950 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,51 Ratings , 5 Reviews,"₹1,149",Gfive U106 Combo of Two,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.6
950 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,51 Ratings , 5 Reviews,"₹1,149",Gfive U106 Combo of Two,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.6
800 mAh Battery,1.3MP Rear Camera,3.66 cm (1.44 inch) Display,7 Ratings , 1 Reviews,₹890,Muphone M350,32 MB RAM | 32 MB ROM,4.4
800 mAh Battery,1.3MP Rear Camera,3.66 cm (1.44 inch) Display,7 Ratings , 1 Reviews,₹890,Muphone M350,32 MB RAM | 32 MB ROM,4.4
800 mAh Battery,1.3MP Rear Camera,3.66 cm (1.44 inch) Display,7 Ratings , 1 Reviews,₹890,Muphone M350,32 MB RAM | 32 MB ROM,4.4
5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,"11,147 Ratings ", 928 Reviews,"₹18,990","OPPO A9 2020 (Space Purple, 128 GB)",4 GB RAM | 128 GB ROM,4.4
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,,,₹849,Tork X1,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,710 Ratings , 63 Reviews,₹899,Karbonn KX1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.9
1000 mAh Battery,0.1MP Rear Camera,3.56 cm (1.4 inch) Display,12 Ratings , 0 Reviews,₹890,GAMMA K1 Nano,32 MB RAM | 32 MB ROM,3.5
1800 mAh Battery,0.03MP + 0MP | 0MP Front Camera,4.57 cm (1.8 inch) QVGA Display,7 Ratings , 1 Reviews,₹899,Jivi X606 Plus,5 MB RAM | 32 MB ROM | Expandable Upto 128 GB,3.3
2500 mAh Battery,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,297 Ratings , 28 Reviews,"₹1,619",Lava 34 Plus,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.2
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,"13,135 Ratings "," 2,774 Reviews","₹19,999","Asus Zenfone 3 Laser (Silver, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,4
3060 mAh Battery,13MP + 5MP | 8MP Front Camera,14.73 cm (5.8 inch) HD+ Display,154 Ratings , 10 Reviews,"₹15,290","Nokia 5.1 Plus (Black, 64 GB)",4 GB RAM | 64 GB ROM,4.1
3000 mAh Battery,16MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD+ Display,8 Ratings , 2 Reviews,"₹13,999","LG Q7+ (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,3.9
1000 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,77 Ratings , 8 Reviews,₹899,Tork T13 Banana,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,4
950 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,41 Ratings , 2 Reviews,"₹1,149",Gfive U331 & U106 Combo of Two,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.5
950 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,41 Ratings , 2 Reviews,"₹1,149",Gfive U331 & U106 Combo of Two,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.5
950 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,41 Ratings , 2 Reviews,"₹1,149",Gfive U331 & U106 Combo of Two,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.5
950 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,41 Ratings , 2 Reviews,"₹1,149",Gfive U331 & U106 Combo of Two,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.5
950 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,41 Ratings , 2 Reviews,"₹1,149",Gfive U331 & U106 Combo of Two,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.5
950 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,41 Ratings , 2 Reviews,"₹1,149",Gfive U331 & U106 Combo of Two,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.5
950 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,41 Ratings , 2 Reviews,"₹1,149",Gfive U331 & U106 Combo of Two,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.5
1800 mAh Battery,1.3MP Rear Camera,6.1 cm (2.4 inch) Display,61 Ratings , 13 Reviews,₹899,Salora Coral,32 MB RAM | 32 MB ROM,3.6
400 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,"2,417 Ratings ", 193 Reviews,₹985,Kechaoda K116 Plus,256 MB RAM | 32 MB ROM,4
1000 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) VGA Display,3 Ratings , 1 Reviews,₹749,Ssky S-40 Prime,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.7
850 mAh Battery,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,"3,682 Ratings ", 404 Reviews,₹944,Kechaoda K115,256 MB RAM | 50 MB ROM,4.1
3500 mAh Battery,16MP Rear Camera,16.26 cm (6.4 inch) Display,,,"₹21,999","OPPO R17 (Neon Purple, 128 GB)",8 GB RAM | 128 GB ROM,
3500 mAh Battery,16MP Rear Camera,16.26 cm (6.4 inch) Display,,,"₹21,999","OPPO R17 (Ambient Blue, 128 GB)",8 GB RAM | 128 GB ROM,
3000 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) HD Display,"7,604 Ratings "," 1,105 Reviews","₹12,999","Asus Zenfone 2 Laser (Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4.1
2500 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,100 Ratings , 9 Reviews,"₹1,299",Itel IT 5617,32 MB RAM | 32 MB ROM,3.9
3180 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.48 cm (5.7 inch) Display,"9,631 Ratings "," 1,039 Reviews","₹14,499","OPPO A83 (2018 Edition) (Champagne, 64 GB)",4 GB RAM | 64 GB ROM,4.3
2100 mAh Li-ion Battery,8MP Rear Camera | 1.9MP Front Camera,12.19 cm (4.8 inch) HD Display,"13,160 Ratings "," 1,417 Reviews","₹22,140","Samsung Galaxy S3 Neo (Marble White, 16 GB)",1.5 GB RAM | 16 GB ROM | Expandable Upto 64 GB,4.2
1200 mAh Battery,2MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,"25,015 Ratings "," 2,886 Reviews","₹3,580",Nokia 3310 DS,16 MB ROM | Expandable Upto 32 GB,3.8
1000 mAh Battery,0.03MP + 0MP | 0MP Front Camera,6.1 cm (2.4 inch) QVGA Display,17 Ratings , 1 Reviews,₹949,Jivi N300 New,5 MB RAM | 32 MB ROM,3.8
1000 mAh Battery,0.03MP + 0MP | 0MP Front Camera,6.1 cm (2.4 inch) QVGA Display,17 Ratings , 1 Reviews,"₹1,049",Jivi N300 New,5 MB RAM | 32 MB ROM,3.8
3500 mAh Battery,13MP + 8MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,155 Ratings , 14 Reviews,"₹7,599","Tecno Camon i4 (Nebula Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.1
1000 mAh Battery,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,"1,776 Ratings ", 138 Reviews,₹935,Kechaoda K33,32 MB RAM | 32 MB ROM,4.1
4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,"4,526 Ratings ", 517 Reviews,"₹29,999","OPPO Reno2 Z (Luminous Black, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,4.5
3000 mAh Battery,12MP + 12MP | 8MP Front Camera,13.21 cm (5.2 inch) Full HD Display,841 Ratings , 273 Reviews,"₹39,999","Huawei P9 (Titanium Grey, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,4.5
2510 mAh Battery,16MP Rear Camera | 5MP Front Camera,15.75 cm (6.2 inch) Display,43 Ratings , 5 Reviews,"₹1,24,999","Motorola Razr (Gold, 128 GB)",6 GB RAM | 128 GB ROM,3.9
1750 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,"3,075 Ratings ", 297 Reviews,"₹1,037",Micromax X512,56 MB RAM | 24 MB ROM,3.9
3200 mAh Battery,16MP Rear Camera | 20MP Front Camera,15.24 cm (6 inch) Full HD+ Display,"5,713 Ratings ", 982 Reviews,"₹19,990","OPPO F5 (Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.4
3000 mAh Battery,12MP + 12MP | 8MP Front Camera,13.21 cm (5.2 inch) Full HD Display,841 Ratings , 273 Reviews,"₹39,999","Huawei P9 (Prestige Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,4.5
4000 mAh Lithium-ion Battery,13MP + 2MP | 5MP Front Camera,14.48 cm (5.7 inch) HD+ Display,"2,361 Ratings ", 137 Reviews,"₹9,990","Samsung Galaxy M01 (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,4.3
800 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,"10,618 Ratings "," 1,028 Reviews",₹949,Lava A1,4 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.1
800 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,"10,618 Ratings "," 1,028 Reviews",₹949,Lava A1,4 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.1
5000 mAh Battery,13MP + 2MP + 8MP | 16MP Front Camera,16.13 cm (6.35 inch) HD+ Display,"18,543 Ratings "," 1,332 Reviews","₹12,900","Vivo Y15 (Aqua Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.4
3200 mAh Battery,13MP Rear Camera | 16MP + 8MP Dual Front Camera,13.97 cm (5.5 inch) Full HD Display,"52,318 Ratings "," 8,815 Reviews","₹20,990","OPPO F3 (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4.3
5000 mAh Lithium-ion Battery,108MP + 16MP + 8MP | 25MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,73 Ratings , 18 Reviews,"₹74,999","Motorola Edge+ (Thunder Grey, 256 GB)",12 GB RAM | 256 GB ROM,4.2
1000 mAh Battery,0.3MP Rear Camera | 0.3MP Front Camera,4.57 cm (1.8 inch) Display,"1,062 Ratings ", 91 Reviews,"₹1,299",I Kall K3312 Combo,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,3.5
3080 mAh Li Polymer Battery,12MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) HD+ Display,"1,16,569 Ratings "," 7,963 Reviews","₹8,689","Redmi Y2 (Rose Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.5
3200 mAh Battery,13MP Rear Camera | 2.1MP Front Camera,14.99 cm (5.9 inch) Full HD Display,244 Ratings , 75 Reviews,"₹42,021","LG G Pro 2 (Titan, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,4.6
1750 mAh Battery,1.3MP Rear Camera,5.33 cm (2.1 inch) Display,7 Ratings , 0 Reviews,"₹1,199",Jivi N444,24 MB RAM | 24 MB ROM,3.1
