battery,camera,display,no_of_ratings,no_of_reviews,price,product_name,ram,rating
1050 mAh Battery,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,179 Ratings , 26 Reviews,₹699,Gfive Classic,16 MB RAM | 16 MB ROM,3.8
4000 mAh Li Polymer Battery,12MP + 5MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,"2,54,093 Ratings "," 25,272 Reviews","₹11,699","Redmi Note 5 Pro (Gold, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4.5
1200 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,5 Ratings , 0 Reviews,"₹1,499",MTR MT Bullet,64 MB RAM | 64 MB ROM,4.2
2000 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,7 Ratings , 2 Reviews,"₹1,049",MTR Bullet,64 MB RAM | 64 MB ROM,4.1
1500 mAh Battery,2MP Rear Camera,10.16 cm (4 inch) Display,63 Ratings , 8 Reviews,"₹3,100","Itel 1409 (Black & Gold, 8 GB)",512 MB RAM | 8 GB ROM,3.7
3500 mAh Battery,13MP + 5MP,15.24 cm (6 inch) Display,"3,790 Ratings ", 444 Reviews,"₹12,650","Nokia 3.1 Plus (Blue, 32 GB)",3 GB RAM | 32 GB ROM,4.2
4050 mAh Battery,16MP Rear Camera,15.77 cm (6.21 inch) Display,62 Ratings , 13 Reviews,"₹14,990","LG W30 Pro (Midnight Blue, 64GB GB)",4 GB RAM | 64GB GB ROM,4
850 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,17 Ratings , 3 Reviews,"₹1,499",Peace FM1 Combo of Two Mobiles,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,2.8
850 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,17 Ratings , 3 Reviews,"₹1,500",Peace FM1 Combo of Two Mobiles,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,2.8
1750 mAh Battery,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,231 Ratings , 24 Reviews,"₹1,699",Lava Gem,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.2
800 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,575 Ratings , 62 Reviews,₹649,nuvo One,32 MB RAM | Expandable Upto 16 GB,3.8
1750 mAh Battery,2MP Rear Camera | 2MP Front Camera,10.16 cm (4 inch) Display,617 Ratings , 95 Reviews,"₹2,749","Zen Admire Shine (Champagne, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,3.6
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,4 Ratings , 0 Reviews,₹970,Ziox X73,32 MB RAM | 32 MB ROM,3
3600 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,"4,560 Ratings ", 557 Reviews,"₹1,340",Kechaoda K112,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4
1000 mAh Battery,0.5MP Rear Camera,6.1 cm (2.4 inch) Display,10 Ratings , 3 Reviews,"₹1,129",InFocus VIBE 2,32 MB RAM | 32 MB ROM,4.3
3000 mAh Battery,12MP + 5MP | 16MP Front Camera,14.48 cm (5.7 inch) Full HD+ Display,"3,288 Ratings ", 311 Reviews,"₹20,000","Moto G6 (Indigo Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.2
800 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,490 Ratings , 75 Reviews,"₹1,389",Lava Prime X,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.1
2200 mAh Battery,0.3MP Rear Camera,7.11 cm (2.8 inch) Display,28 Ratings , 3 Reviews,"₹1,499",Intex ULTRA F5,10 MB RAM | 10 MB ROM,3.8
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,"4,647 Ratings ", 356 Reviews,"₹12,990","OPPO A5s (Red, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.3
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,"4,647 Ratings ", 356 Reviews,"₹12,990","OPPO A5s (Blue, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.3
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,"4,127 Ratings ", 333 Reviews,"₹9,490","OPPO A5s (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.3
1000 mAh Battery,1.3MP Rear Camera,4.5 cm (1.77 inch) Display,702 Ratings , 106 Reviews,₹695,Trio T3 Selfie,32 MB RAM | 64 MB ROM,3.3
2500 mAh Battery,0.3MP Rear Camera,7.11 cm (2.8 inch) Display,17 Ratings , 0 Reviews,"₹1,456",Itel it 5622,512 MB RAM | 4 GB ROM,3.5
4030 mAh Battery,48MP + 8MP + 2MP | 32MP Front Camera,15.44 cm (6.08 inch) HD+ Display,"10,682 Ratings ", 939 Reviews,"₹16,990","Mi A3 (Not just Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.3
2700 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,"1,178 Ratings ", 142 Reviews,₹999,Karbonn K7 Power,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.7
850 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) QVGA Display,"6,363 Ratings ", 618 Reviews,"₹1,045",Kechaoda K-55 Plus,512 MB RAM | 32 MB ROM,4
1450 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,88 Ratings , 4 Reviews,"₹1,099",Karbonn KX26,32 MB RAM | 32 MB ROM,3.9
3260 mAh Battery,13MP Rear Camera | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,"2,572 Ratings ", 196 Reviews,"₹13,950","Vivo Y81 (Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.3
4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,"1,841 Ratings ", 152 Reviews,"₹9,490","Samsung Galaxy A10s (Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,4.4
6000 mAh Battery,48MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) Display,"3,017 Ratings ", 270 Reviews,"₹17,490","Samsung Galaxy M30S (Sapphire blue, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,4.3
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,13 Ratings , 1 Reviews,"₹1,199",MTR MT 316,64 MB RAM | 64 MB ROM,3.2
4030 mAh Battery,13MP + 2MP | 20MP Front Camera,15.8 cm (6.22 inch) HD+ Display,"16,294 Ratings "," 1,392 Reviews","₹15,999","Vivo Y95 (Starry Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.4
800 mAh Battery,0.03MP Rear Camera,4.5 cm (1.77 inch) Display,610 Ratings , 63 Reviews,₹559,Q-Tel Q8,32 MB RAM | 32 MB ROM,3.4
1000 mAh Battery,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,122 Ratings , 14 Reviews,₹899,nuvo FLASH,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3.6
1000 mAh Battery,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,122 Ratings , 14 Reviews,₹849,nuvo FLASH,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3.6
1000 mAh Battery,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,122 Ratings , 14 Reviews,₹849,nuvo FLASH,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3.6
1000 mAh Battery,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,122 Ratings , 14 Reviews,₹899,nuvo FLASH,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3.6
1000 mAh Battery,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,122 Ratings , 14 Reviews,₹899,nuvo FLASH,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3.6
1700 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,62 Ratings , 4 Reviews,"₹1,300",Kechaoda K88,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3.8
1050 mAh Battery,2.4MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,349 Ratings , 34 Reviews,₹699,Blackbear B5 Bucket,64 MB RAM | 64 MB ROM | Expandable Upto 16 MB,3.7
1900 mAh Battery,1.3MP Rear Camera,8.13 cm (3.2 inch) Display,67 Ratings , 12 Reviews,"₹1,650",ITEL IT 7100,64 MB RAM | NA MB ROM,4.2
3100 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,624 Ratings , 92 Reviews,"₹58,000","Samsung Galaxy S10e (Prism White, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,4.5
4030 mAh Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,"14,662 Ratings "," 1,081 Reviews","₹9,990","Vivo Y91 (Starry Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.4
800 mAh Battery,0.07MP Rear Camera,4.5 cm (1.77 inch) Display,3 Ratings , 0 Reviews,₹625,MTR Simmba,64 MB RAM | 64 MB ROM,4
800 mAh Battery,0.07MP Rear Camera,4.5 cm (1.77 inch) Display,3 Ratings , 0 Reviews,₹625,MTR Simmba,64 MB RAM | 64 MB ROM,4
2700 mAh Battery,8MP Rear Camera,12.7 cm (5 inch) Display,59 Ratings , 6 Reviews,"₹7,800","Itel Selfiepro S41 (Obsidian Black, 16 GB)",3 GB RAM | 16 GB ROM,3.9
3100 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,624 Ratings , 92 Reviews,"₹59,000","Samsung Galaxy S10e (Prism Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,4.5
4000 mAh Battery,0.03MP + 0.03MP | 0MP Front Camera,7.11 cm (2.8 inch) QVGA Display,88 Ratings , 14 Reviews,"₹1,899",JIVI N3720 Power,1 MB RAM | 16 MB ROM | Expandable Upto 128 MB,4.1
1000 mAh Battery,0.08MP Rear Camera,4.57 cm (1.8 inch) Display,"1,196 Ratings ", 118 Reviews,"₹1,899",Niamia CAD 1 Combo of Two Mobiles,32 MB RAM | 32 MB ROM,3.6
1900 mAh Battery,1.3MP Rear Camera | 0.3MP Front Camera,6.1 cm (2.4 inch) QVGA Display,37 Ratings , 4 Reviews,"₹1,275",Itel It 5250,128 MB RAM | 512 MB ROM | Expandable Upto 32 MB,4.1
2500 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,31 Ratings , 2 Reviews,"₹1,478",itel it5617,32 MB RAM | 32 MB ROM,3.8
1500 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,10 Ratings , 1 Reviews,"₹1,394",Itel IT 5060,64 MB RAM | 64 MB ROM,3.6
4100 mAh Lithium-ion Battery,16MP + 12MP | 10MP + 8MP Dual Front Camera,16.26 cm (6.4 inch) Quad HD+ Display,23 Ratings , 6 Reviews,"₹1,17,990","Samsung Galaxy S10 Plus (Ceramic White, 1 TB)",12 GB RAM | 1 TB ROM | Expandable Upto 512 GB,4.5
1020 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,"5,004 Ratings ", 520 Reviews,"₹2,499",Nokia 216,16 MB RAM | 16 MB ROM,4.2
3000 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,,,"₹1,499",Itel it 5092,4 MB RAM | 4 MB ROM,
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,9 Ratings , 1 Reviews,"₹1,199",MTR Guru,64 MB RAM | 64 MB ROM,3.9
2800 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,,,"₹1,299",Tork T27 Boom,32 MB RAM | 32 MB ROM,
4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,"3,646 Ratings ", 271 Reviews,"₹16,990","Samsung Galaxy A30s (Prism Crush White, 128 GB)",4 GB RAM | 128 GB ROM,4.3
800 mAh Battery,3MP Rear Camera,4.5 cm (1.77 inch) Display,25 Ratings , 3 Reviews,₹629,MTR Mt07,64 MB RAM | 64 MB ROM,3.7
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,"16,776 Ratings "," 1,340 Reviews","₹14,495","OPPO A3s (Red, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.3
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,"16,776 Ratings "," 1,340 Reviews","₹15,000","OPPO A3s (Purple, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.3
3750 mAh Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,58 Ratings , 7 Reviews,"₹12,333","Tecno Camon i 2 (AQUA BLUE, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,4.2
3500 mAh Battery,16MP + 5MP | 24MP Front Camera,15.24 cm (6 inch) Full HD+ Display,"4,175 Ratings ", 437 Reviews,"₹21,999","Samsung Galaxy A6+ (Black, 64 GB)",4 GB RAM | 64 GB ROM,4.4
2500 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,"1,376 Ratings ", 143 Reviews,"₹7,700","LG K9 4G LTE (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,4
1000 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,430 Ratings , 49 Reviews,₹799,Mymax M40,32 MB RAM | 32 MB ROM,3.5
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,574 Ratings , 64 Reviews,"₹1,000",Itel it 2162,32 MB RAM | 32 MB ROM,4
3100 mAh Battery,13MP Rear Camera | 16MP Front Camera,13.21 cm (5.2 inch) HD Display,868 Ratings , 103 Reviews,"₹12,990","Gionee S10 Lite (Black, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.1
1050 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,25 Ratings , 4 Reviews,"₹1,149",Intex Eco Selfie 2,32 MB RAM | 32 MB ROM,3.5
2500 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,3 Ratings , 0 Reviews,₹950,Forme D10,32 MB RAM | 32 MB ROM,3.3
3055 mAh Battery,16MP Rear Camera | 20MP + 8MP Dual Front Camera,13.97 cm (5.5 inch) Full HD Display,"4,491 Ratings ", 847 Reviews,"₹17,999","Vivo V5 Plus (Gold, 64 GB)",4 GB RAM | 64 GB ROM,4.3
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 Inch) QVGA Display,11 Ratings , 0 Reviews,₹799,SHOMI S100,32 MB RAM | 32 MB ROM,3.4
3500 mAh Battery,13MP + 2MP + 8MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,155 Ratings , 14 Reviews,"₹10,000","Tecno Camon i4 (Midnight Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.1
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,3 Ratings , 1 Reviews,₹849,Tork X2,32 MB RAM | 32 MB ROM,5
3500 mAh Battery,48MP + 5MP + 8MP | 20MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,"1,700 Ratings ", 236 Reviews,"₹16,399","Nokia 7.2 (Charcoal, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,4.2
3260 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,"49,164 Ratings "," 3,446 Reviews","₹11,500","Vivo Y81 (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.4
800 mAh Battery,1MP Rear Camera,4.5 cm (1.77 inch) QVGA Display,"1,767 Ratings ", 133 Reviews,"₹1,940",Nokia 110,4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,4
800 mAh Battery,0.08MP Rear Camera,4.5 cm (1.77 inch) Display,19 Ratings , 1 Reviews,₹599,MTR BANANA,64 MB RAM | 64 MB ROM,4.5
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,5 Ratings , 0 Reviews,₹999,MTR MT 315,64 MB RAM | 64 MB ROM,4
1800 mAh Battery,1.2MP Rear Camera,4.57 cm (1.8 inch) Display,3 Ratings , 1 Reviews,₹899,Forme Turbo1,12 MB RAM | 15 MB ROM,5
1450 mAh Li-Ion Battery,3.2MP Rear Camera,6.2 cm (2.44 inch) QVGA Display,"2,184 Ratings ", 426 Reviews,"₹8,999",Blackberry Curve 9320 (Blue),512 MB RAM | Expandable Upto 32 GB,3.3
2700 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,272 Ratings , 28 Reviews,"₹8,295","Comio S1 4G (Sunrise Gold, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,3.9
800 mAh Battery,0.03MP Rear Camera,6.1 cm (2.4 inch) VGA Display,203 Ratings , 25 Reviews,"₹1,199",Micromax X751,56 MB ROM,3.7
4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,"3,646 Ratings ", 271 Reviews,"₹16,990","Samsung Galaxy A30s (Prism Crush Violet, 128 GB)",4 GB RAM | 128 GB ROM,4.3
4850 mAh Battery,13MP + 5MP | 5MP Front Camera,13.97 cm (5.5 inch) HD Display,"1,061 Ratings ", 138 Reviews,"₹9,500","InFocus Turbo 5 Plus (Royal Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,3.8
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.22 cm (5.6 inch) HD+ Display,"15,597 Ratings "," 1,608 Reviews","₹12,990","Samsung Galaxy J6 (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.4
1450 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,155 Ratings , 28 Reviews,"₹1,150",InFocus Hero Smart P1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.7
800 mAh Battery,2MP Rear Camera,4.57 cm (1.8 inch) Display,69 Ratings , 7 Reviews,₹999,Kechaoda K111,32 MB RAM | 32 MB ROM,4.1
4000 mAh Battery,16MP Rear Camera,15.9 cm (6.26 inch) Display,14 Ratings , 1 Reviews,"₹12,990","LG W30 Plus (Aurora Green, 64 GB)",4 GB RAM | 64 GB ROM,3.5
3500 mAh Battery,13MP Rear Camera,15.24 cm (6 inch) Display,"3,790 Ratings ", 444 Reviews,"₹13,000","Nokia 3.1 Plus (Charcoal, 32 GB)",3 GB RAM | 32 GB ROM,4.2
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,107 Ratings , 8 Reviews,"₹1,199",I Kall K6610 Combo of Two Mobile,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,3.6
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,3 Ratings , 0 Reviews,"₹1,795",I Kall K27 New Combo of Three Mobiles,32 MB RAM | 64 MB ROM,3.7
1000 mAh Battery,0.3MP Front Camera,4.57 cm (1.8 inch) QVGA Display,104 Ratings , 9 Reviews,₹700,M-tech G33,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3.7
1000 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,368 Ratings , 59 Reviews,₹651,Tymes Y331,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3.4
1000 mAh Battery,0.3MP Rear Camera,5.59 cm (2.2 inch) QVGA Display,309 Ratings , 47 Reviews,"₹1,190",Tambo A2200,32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,4
3180 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.48 cm (5.7 inch) HD Display,330 Ratings , 34 Reviews,"₹11,000","OPPO A83 (Champagne, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,4.2
3000 mAh Battery,13MP + 2MP | 16MP Front Camera,14.83 cm (5.84 inches) Display,"2,27,700 Ratings "," 21,999 Reviews","₹12,500","Honor 9N (Robin Egg Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.4
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) HD Display,"2,167 Ratings ", 281 Reviews,"₹12,000","Samsung Galaxy J7 Nxt (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.3
3000 mAh Battery,13MP + 2MP | 16MP Front Camera,14.83 cm (5.84 inches) Display,"2,23,771 Ratings "," 21,306 Reviews","₹14,500","Honor 9N (Robin Egg Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.3
3000 mAh Battery,13MP + 2MP | 16MP Front Camera,14.83 cm (5.84 inches) Display,"2,23,771 Ratings "," 21,306 Reviews","₹14,500","Honor 9N (Purple, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.3
3260 mAh Li-ion Battery,16MP + 5MP | 24MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,"89,663 Ratings "," 9,671 Reviews","₹24,000","Vivo V9 (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.5
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,,,₹849,ZIOX X92,32 MB RAM | 32 MB ROM,
3500 mAh Battery,16MP + 5MP | 16MP Front Camera,15.24 cm (6 inch) HD+ Display,"19,137 Ratings "," 1,962 Reviews","₹19,500","Samsung Galaxy J8 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.4
2700 mAh Battery,8MP Rear Camera | 5MP + 2MP Dual Front Camera,12.7 cm (5 inch) Display,24 Ratings , 4 Reviews,"₹5,449","Itel S21 (Gold, 16 GB)",1 GB RAM | 16 GB ROM,4.3
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,,,₹649,I Kall K 52,32 MB RAM | 64 MB ROM,
3180 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.48 cm (5.7 inch) Display,"9,631 Ratings "," 1,039 Reviews","₹13,990","OPPO A83 (2018 Edition) (Red, 64 GB)",4 GB RAM | 64 GB ROM,4.3
1050 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,10 Ratings , 2 Reviews,₹765,Mafe Guru,Expandable Upto 8 GB,3.4
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,710 Ratings , 63 Reviews,₹898,Karbonn KX1,32 MB RAM | 32 MB ROM,3.9
1000 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,"6,497 Ratings ", 755 Reviews,"₹1,349",Lava One,32 MB RAM | 32 MB ROM,4.1
1000 mAh Battery,0.3MP Rear Camera,4.32 cm (1.7 inch) Display,236 Ratings , 15 Reviews,"₹1,499",Good One Magic,32 MB RAM | 32 MB ROM,4.1
1100 mAh Battery,3.15MP Rear Camera,6.1 cm (2.4 inch) Display,7 Ratings , 1 Reviews,"₹12,999",Nokia N73,42 MB RAM | 42 MB ROM,2.1
800 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,25 Ratings , 3 Reviews,₹999,MTR Mt07,64 MB RAM | 64 MB ROM,3.7
3750 mAh Battery,13MP + 5MP | 16MP Front Camera,15.75 cm (6.2 inch) Display,96 Ratings , 9 Reviews,"₹14,074","Tecno Camon i 2x (Blue, 64 GB)",4 GB RAM | 64 GB ROM,4.6
